total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,false_hits_blocked,privacy_bypassed,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_cache_stress_repeat
400,0.985,0.015,237.76,531.19,545.26,0.9674,0.0,14,473.83,0,95,0.18269,0.0,pass,pass,pass,fail
