total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,false_hits_blocked,privacy_bypassed,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_cache_stress_repeat
400,0.9875,0.0125,26.44,529.32,564.04,0.9405,0.5375,7,446.41,3,96,0.088744,0.107054,pass,pass,pass,pass
