total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy,scenario_cache_stress_repeat
400,0.9975,0.0025,232.57,313.56,320.27,0.9877,0.5125,8,,0.097434,0.205,pass,pass,pass,pass
